Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Parental_Involvement_Encoded,Access_to_Resources_Encoded,Extracurricular_Activities_Encoded,Motivation_Level_Encoded,Internet_Access_Encoded,Family_Income_Encoded,Teacher_Quality_Encoded,School_Type_Encoded,Peer_Influence_Encoded,Learning_Disabilities_Encoded,Parental_Education_Level_Encoded,Distance_from_Home_Encoded,Gender_Encoded,Study_Attendance_Product,Study_Sleep_Balance,Academic_Support_Index,Home_Support_Index,Wellbeing_Index
23,76,Medium,High,Yes,6,52,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,College,Moderate,Male,67,2,3,1,1,1,2,2,0,0,0,2,2,1,1748,3.8333333333333335,9,6,10
25,70,Low,Medium,Yes,9,94,Medium,Yes,1,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Male,67,1,2,1,2,1,2,2,0,0,0,1,2,1,1750,2.7777777777777777,6,4,13
22,65,Medium,Medium,Yes,4,81,High,Yes,5,Medium,Medium,Public,Positive,4,No,College,Far,Female,68,2,2,1,3,1,2,2,0,1,0,2,1,0,1430,5.5,10,6,8
23,94,Medium,High,No,8,76,Low,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,72,2,3,0,1,1,2,2,0,1,0,1,2,1,2162,2.875,9,5,11
11,82,High,Medium,No,8,63,High,Yes,1,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,65,3,2,0,3,1,2,2,0,0,0,1,3,1,902,1.375,6,6,13
20,94,Low,Medium,No,7,69,Low,Yes,0,Low,Medium,Public,Positive,3,Yes,High School,Moderate,Female,65,1,2,0,1,1,1,2,0,1,1,1,2,0,1880,2.857142857142857,5,3,10
23,93,Medium,Medium,Yes,6,97,Low,No,1,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,70,2,2,1,1,0,2,2,0,1,0,2,2,1,2139,3.8333333333333335,5,6,8
24,71,Medium,Medium,Yes,7,96,Medium,Yes,2,Low,Medium,Public,Negative,2,No,High School,Near,Male,67,2,2,1,2,1,1,2,0,-1,0,1,3,1,1704,3.4285714285714284,7,4,9
16,82,Medium,High,Yes,6,81,Medium,Yes,1,Medium,Medium,Private,Neutral,4,No,College,Near,Male,68,2,3,1,2,1,2,2,1,0,0,2,3,1,1312,2.6666666666666665,7,6,10
16,63,Medium,Medium,No,8,79,Medium,Yes,2,Low,High,Public,Positive,3,No,College,Moderate,Male,63,2,2,0,2,1,1,3,0,1,0,2,2,1,1008,2.0,8,5,11
17,97,Medium,Medium,Yes,8,61,Low,Yes,2,Low,Medium,Public,Neutral,2,No,High School,Near,Male,68,2,2,1,1,1,1,2,0,0,0,1,3,1,1649,2.125,7,4,10
23,76,Medium,High,Yes,8,98,Medium,Yes,0,Medium,Low,Public,Neutral,2,No,Postgraduate,Moderate,Female,69,2,3,1,2,1,2,1,0,0,0,3,2,0,1748,2.875,5,7,10
26,76,Low,Low,Yes,8,88,Low,Yes,2,Low,Low,Public,Positive,4,No,High School,Near,Male,66,1,1,1,1,1,1,1,0,1,0,1,3,1,1976,3.25,5,3,12
18,72,High,Medium,Yes,8,69,High,No,2,High,Medium,Public,Neutral,4,Yes,High School,Far,Female,64,3,2,1,3,0,3,2,0,0,1,1,1,0,1296,2.25,6,7,12
25,78,High,Low,Yes,8,91,Medium,Yes,3,Low,Medium,Public,Negative,4,No,High School,Near,Male,69,3,1,1,2,1,1,2,0,-1,0,1,3,1,1950,3.125,7,5,12
21,70,Low,Medium,No,6,61,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Near,Male,62,1,2,0,2,1,1,2,0,0,0,1,3,1,1470,3.5,6,3,9
19,75,Medium,High,Yes,5,61,High,Yes,0,Medium,Medium,Public,Negative,3,No,High School,Near,Female,65,2,3,1,3,1,2,2,0,-1,0,1,3,0,1425,3.8,6,5,8
19,92,Medium,Medium,Yes,7,90,Medium,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Female,70,2,2,1,2,1,1,3,0,1,0,1,3,0,1748,2.7142857142857144,7,4,9
24,93,Low,High,Yes,8,78,Medium,Yes,1,High,Medium,Public,Neutral,4,No,High School,Near,Female,72,1,3,1,2,1,3,2,0,0,0,1,3,0,2232,3.0,7,5,12
22,72,Medium,Medium,No,5,78,High,Yes,1,Low,High,Public,Positive,3,No,High School,Near,Female,66,2,2,0,3,1,1,3,0,1,0,1,3,0,1584,4.4,7,4,8
34,79,High,Low,Yes,7,79,Low,Yes,3,Medium,High,Private,Negative,2,Yes,High School,Moderate,Male,70,3,1,1,1,1,2,3,1,-1,1,1,2,1,2686,4.857142857142857,8,6,9
15,95,Medium,Medium,No,9,56,Medium,No,3,Low,High,Public,Positive,1,No,High School,Near,Male,67,2,2,0,2,0,1,3,0,1,0,1,3,1,1425,1.6666666666666667,8,4,10
23,62,High,High,Yes,7,67,Low,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Female,65,3,3,1,1,1,1,2,0,-1,0,3,2,0,1426,3.2857142857142856,7,7,11
17,96,Medium,Low,Yes,9,79,Low,No,3,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,68,2,1,1,1,0,2,2,1,0,0,3,2,1,1632,1.8888888888888888,6,7,11
15,69,Low,Medium,Yes,9,62,Low,Yes,2,Medium,High,Public,Neutral,3,No,High School,Moderate,Male,62,1,2,1,1,1,2,3,0,0,0,1,2,1,1035,1.6666666666666667,8,4,12
20,87,Low,Medium,Yes,7,75,High,Yes,1,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68,1,2,1,3,1,1,2,0,-1,0,3,3,1,1740,2.857142857142857,6,5,10
21,83,High,Medium,No,6,78,Medium,Yes,2,High,High,Public,Positive,3,Yes,High School,Near,Female,69,3,2,0,2,1,3,3,0,1,1,1,3,0,1743,3.5,8,7,9
38,82,Medium,Low,No,6,97,Low,Yes,2,Low,Medium,Private,Negative,3,No,College,Near,Male,72,2,1,0,1,1,1,2,1,-1,0,2,3,1,3116,6.333333333333333,6,5,9
19,94,Low,Medium,No,7,62,Medium,Yes,0,Medium,Medium,Public,Negative,3,Yes,High School,Moderate,Male,65,1,2,0,2,1,2,2,0,-1,1,1,2,1,1786,2.7142857142857144,5,4,10
13,64,Medium,High,Yes,5,72,Medium,Yes,2,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,63,2,3,1,2,1,2,2,1,0,0,3,2,1,832,2.6,8,7,7
22,74,High,High,Yes,5,99,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Near,Female,68,3,3,1,2,1,1,2,0,0,0,2,3,0,1628,4.4,6,6,7
8,82,High,Low,No,4,59,Medium,Yes,1,Medium,Medium,Public,Neutral,2,No,College,Near,Male,62,3,1,0,2,1,2,2,0,0,0,2,3,1,656,2.0,5,7,6
19,92,Medium,Medium,Yes,7,89,Medium,No,0,Low,High,Private,Neutral,2,No,Postgraduate,Near,Male,69,2,2,1,2,0,1,3,1,0,0,3,3,1,1748,2.7142857142857144,5,6,9
20,69,Medium,Low,No,10,59,Medium,Yes,2,High,High,Public,Positive,4,No,High School,Near,Female,65,2,1,0,2,1,3,3,0,1,0,1,3,0,1380,2.0,7,6,14
25,92,High,Medium,No,4,93,High,Yes,3,High,Medium,Public,Neutral,2,No,High School,Near,Female,74,3,2,0,3,1,3,2,0,0,0,1,3,0,2300,6.25,8,7,6
26,76,High,Low,Yes,7,74,Medium,Yes,4,Medium,High,Public,Positive,3,No,High School,Moderate,Female,70,3,1,1,2,1,2,3,0,1,0,1,2,0,1976,3.7142857142857144,9,6,10
17,68,Medium,Low,Yes,7,99,High,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Female,65,2,1,1,3,1,2,2,0,1,0,1,3,0,1156,2.4285714285714284,6,5,10
19,90,High,High,No,7,59,Low,Yes,3,High,Medium,Public,Neutral,3,No,College,Moderate,Male,70,3,3,0,1,1,3,2,0,0,0,2,2,1,1710,2.7142857142857144,9,8,10
15,64,Low,Low,Yes,9,84,Low,Yes,0,Medium,Medium,Public,Neutral,3,No,College,Far,Male,59,1,1,1,1,1,2,2,0,0,0,2,1,1,960,1.6666666666666667,4,5,12
13,81,Low,Medium,Yes,6,85,Low,Yes,1,Low,Medium,Private,Neutral,3,No,High School,Moderate,Male,63,1,2,1,1,1,1,2,1,0,0,1,2,1,1053,2.1666666666666665,6,3,9
22,63,Low,High,Yes,4,86,Low,Yes,0,Low,High,Public,Neutral,4,No,College,Near,Female,64,1,3,1,1,1,1,3,0,0,0,2,3,0,1386,5.5,7,4,8
12,74,Low,High,Yes,6,55,High,Yes,0,Medium,Low,Public,Positive,3,No,Postgraduate,Near,Male,63,1,3,1,3,1,2,1,0,1,0,3,3,1,888,2.0,5,6,9
18,84,High,Low,No,6,64,Medium,Yes,2,Low,High,Public,Positive,2,No,High School,Near,Female,67,3,1,0,2,1,1,3,0,1,0,1,3,0,1512,3.0,7,5,8
14,82,Medium,Medium,Yes,4,67,Medium,Yes,1,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,65,2,2,1,2,1,3,2,0,0,0,1,2,0,1148,3.5,6,6,8
23,76,Medium,Medium,No,7,66,Medium,Yes,2,Medium,Medium,Public,Neutral,3,No,College,Near,Male,67,2,2,0,2,1,2,2,0,0,0,2,3,1,1748,3.2857142857142856,7,6,10
31,77,High,Medium,No,5,84,Medium,Yes,2,High,High,Public,Positive,5,No,High School,Near,Male,73,3,2,0,2,1,3,3,0,1,0,1,3,1,2387,6.2,8,7,10
12,69,High,High,Yes,7,53,Low,Yes,2,Low,High,Public,Neutral,3,No,College,Near,Male,64,3,3,1,1,1,1,3,0,0,0,2,3,1,828,1.7142857142857142,9,6,10
9,78,Low,High,No,6,87,Medium,Yes,0,Medium,High,Private,Positive,3,No,Postgraduate,Near,Male,65,1,3,0,2,1,2,3,1,1,0,3,3,1,702,1.5,7,6,9
19,98,Medium,High,Yes,5,76,Medium,Yes,2,Medium,Medium,Private,Positive,3,No,High School,Moderate,Male,72,2,3,1,2,1,2,2,1,1,0,1,2,1,1862,3.8,8,5,8
20,94,High,Medium,No,8,59,High,Yes,3,Medium,Medium,Public,Positive,4,No,High School,Near,Female,72,3,2,0,3,1,2,2,0,1,0,1,3,0,1880,2.5,8,6,12
21,66,High,Medium,No,7,61,Medium,Yes,2,High,High,Public,Neutral,2,No,College,Near,Male,66,3,2,0,2,1,3,3,0,0,0,2,3,1,1386,3.0,8,8,9
17,61,High,Medium,Yes,7,55,High,Yes,1,Medium,Medium,Private,Negative,2,Yes,College,Near,Male,62,3,2,1,3,1,2,2,1,-1,1,2,3,1,1037,2.4285714285714284,6,7,9
19,97,Low,Medium,No,8,73,Medium,Yes,2,Medium,Medium,Private,Negative,1,No,College,Near,Male,68,1,2,0,2,1,2,2,1,-1,0,2,3,1,1843,2.375,7,5,9
22,81,Medium,Low,Yes,7,80,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,67,2,1,1,1,1,2,2,0,1,0,2,2,0,1782,3.142857142857143,5,6,10
26,82,High,Low,No,7,79,Medium,Yes,1,Medium,Medium,Public,Positive,2,Yes,Postgraduate,Near,Female,69,3,1,0,2,1,2,2,0,1,1,3,3,0,2132,3.7142857142857144,5,8,9
8,91,High,Low,No,6,98,Medium,Yes,1,Medium,Medium,Private,Positive,3,No,High School,Near,Female,67,3,1,0,2,1,2,2,1,1,0,1,3,0,728,1.3333333333333333,5,6,9
18,73,Medium,Medium,No,5,65,Medium,Yes,1,Low,High,Public,Negative,3,No,College,Moderate,Female,63,2,2,0,2,1,1,3,0,-1,0,2,2,0,1314,3.6,7,5,8
21,79,Low,Medium,Yes,7,88,Low,Yes,0,Low,Medium,Private,Negative,4,No,High School,Moderate,Male,65,1,2,1,1,1,1,2,1,-1,0,1,2,1,1659,3.0,5,3,11
14,99,High,Medium,No,6,86,Low,Yes,2,High,High,Private,Negative,4,No,College,Near,Male,71,3,2,0,1,1,3,3,1,-1,0,2,3,1,1386,2.3333333333333335,8,8,10
30,87,Medium,Medium,No,8,53,Low,Yes,1,Low,High,Private,Neutral,1,No,Postgraduate,Near,Male,70,2,2,0,1,1,1,3,1,0,0,3,3,1,2610,3.75,7,6,9
16,66,Medium,Medium,Yes,7,97,Medium,Yes,5,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,68,2,2,1,2,1,1,3,0,1,0,3,3,1,1056,2.2857142857142856,11,6,10
20,65,Medium,Medium,Yes,8,97,High,Yes,0,Low,Medium,Public,Negative,3,No,College,Near,Female,65,2,2,1,3,1,1,2,0,-1,0,2,3,0,1300,2.5,5,5,11
23,68,Medium,High,Yes,6,70,Medium,Yes,4,Medium,Medium,Public,Positive,2,No,High School,Near,Male,68,2,3,1,2,1,2,2,0,1,0,1,3,1,1564,3.8333333333333335,10,5,8
16,91,Medium,Medium,Yes,5,71,Medium,Yes,2,High,Medium,Public,Negative,3,No,College,Near,Male,69,2,2,1,2,1,3,2,0,-1,0,2,3,1,1456,3.2,7,7,8
9,72,Medium,High,Yes,10,91,Medium,No,1,High,Medium,Public,Neutral,2,No,High School,Far,Female,62,2,3,1,2,0,3,2,0,0,0,1,1,0,648,0.9,6,6,12
17,61,Low,High,Yes,7,75,Medium,No,2,Medium,High,Public,Negative,4,No,College,Near,Female,62,1,3,1,2,0,2,3,0,-1,0,2,3,0,1037,2.4285714285714284,8,5,11
26,98,High,Low,No,8,90,Low,Yes,1,High,Low,Public,Positive,2,Yes,Postgraduate,Moderate,Female,72,3,1,0,1,1,3,1,0,1,1,3,2,0,2548,3.25,4,9,10
18,67,High,Medium,No,5,52,High,Yes,0,Medium,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Male,64,3,2,0,3,1,2,2,1,0,0,3,2,1,1206,3.6,5,8,9
15,60,High,Medium,No,7,63,Low,Yes,0,Low,High,Public,Positive,1,Yes,High School,Far,Female,58,3,2,0,1,1,1,3,0,1,1,1,1,0,900,2.142857142857143,6,5,8
26,69,High,Medium,No,9,55,Low,Yes,1,Low,Medium,Public,Neutral,3,No,College,Near,Male,66,3,2,0,1,1,1,2,0,0,0,2,3,1,1794,2.888888888888889,6,6,12
18,69,Medium,Low,Yes,5,73,Low,Yes,1,Low,High,Public,Positive,4,No,Postgraduate,Moderate,Male,64,2,1,1,1,1,1,3,0,1,0,3,2,1,1242,3.6,6,6,9
17,77,Medium,High,Yes,10,93,Low,Yes,3,High,High,Private,Positive,1,No,College,Far,Female,68,2,3,1,1,1,3,3,1,1,0,2,1,0,1309,1.7,10,7,11
21,97,Low,Low,No,7,78,Medium,Yes,0,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,69,1,1,0,2,1,3,2,0,0,0,3,3,0,2037,3.0,4,7,10
25,95,Low,High,No,6,76,Medium,Yes,1,Low,Medium,Public,Positive,5,No,High School,Near,Male,71,1,3,0,2,1,1,2,0,1,0,1,3,1,2375,4.166666666666667,7,3,11
34,78,Medium,High,Yes,8,68,Medium,Yes,1,Medium,Medium,Public,Negative,2,No,College,Near,Male,71,2,3,1,2,1,2,2,0,-1,0,2,3,1,2652,4.25,7,6,10
25,76,Medium,Medium,Yes,9,53,Medium,Yes,0,High,High,Private,Positive,3,No,High School,Moderate,Male,67,2,2,1,2,1,3,3,1,1,0,1,2,1,1900,2.7777777777777777,6,6,12
27,82,High,Low,Yes,6,88,Medium,Yes,2,High,High,Private,Neutral,3,No,High School,Near,Male,71,3,1,1,2,1,3,3,1,0,0,1,3,1,2214,4.5,7,7,9
17,70,Medium,Medium,Yes,6,79,Low,Yes,2,Medium,Medium,Public,Positive,3,No,High School,Near,Female,64,2,2,1,1,1,2,2,0,1,0,1,3,0,1190,2.8333333333333335,7,5,9
14,62,Medium,Medium,Yes,7,97,High,Yes,0,Medium,Medium,Public,Positive,1,No,High School,Moderate,Male,62,2,2,1,3,1,2,2,0,1,0,1,2,1,868,2.0,5,5,8
20,98,Medium,Medium,No,8,72,Medium,Yes,1,High,Medium,Public,Negative,4,No,High School,Near,Female,70,2,2,0,2,1,3,2,0,-1,0,1,3,0,1960,2.5,6,6,12
21,67,Low,High,No,7,70,Low,Yes,2,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,63,1,3,0,1,1,1,2,1,-1,0,3,2,0,1407,3.0,8,5,9
14,68,High,Medium,Yes,8,99,High,Yes,0,High,Medium,Public,Positive,3,No,High School,Near,Female,66,3,2,1,3,1,3,2,0,1,0,1,3,0,952,1.75,5,7,11
19,79,Medium,Medium,Yes,8,57,Low,Yes,2,Low,Low,Public,Positive,3,No,High School,Moderate,Male,65,2,2,1,1,1,1,1,0,1,0,1,2,1,1501,2.375,6,4,11
22,80,Medium,High,No,7,63,Medium,Yes,1,High,Medium,Public,Positive,3,No,College,Near,Male,69,2,3,0,2,1,3,2,0,1,0,2,3,1,1760,3.142857142857143,7,7,10
22,61,High,Low,Yes,6,74,Medium,Yes,1,Low,Medium,Public,Negative,3,No,High School,Near,Male,63,3,1,1,2,1,1,2,0,-1,0,1,3,1,1342,3.6666666666666665,5,5,9
23,66,Medium,Medium,No,7,76,Low,Yes,1,High,Medium,Public,Neutral,2,No,College,Moderate,Male,64,2,2,0,1,1,3,2,0,0,0,2,2,1,1518,3.2857142857142856,6,7,9
22,75,Medium,Medium,Yes,10,77,High,Yes,2,Low,Low,Public,Neutral,2,No,High School,Near,Male,66,2,2,1,3,1,1,1,0,0,0,1,3,1,1650,2.2,6,4,12
17,87,Medium,Medium,Yes,7,61,Medium,Yes,4,High,Medium,Public,Negative,3,Yes,High School,Near,Female,67,2,2,1,2,1,3,2,0,-1,1,1,3,0,1479,2.4285714285714284,9,6,10
17,69,High,High,Yes,9,96,Medium,Yes,2,Low,Medium,Public,Negative,3,No,College,Far,Male,66,3,3,1,2,1,1,2,0,-1,0,2,1,1,1173,1.8888888888888888,8,6,12
13,77,Low,High,No,6,85,Low,Yes,2,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,65,1,3,0,1,1,1,2,0,0,0,3,3,0,1001,2.1666666666666665,8,5,10
31,82,High,Medium,Yes,7,63,Medium,No,2,High,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,72,3,2,1,2,0,3,2,1,1,0,3,2,1,2542,4.428571428571429,6,9,9
20,96,High,Medium,Yes,8,65,High,Yes,0,Medium,Low,Public,Neutral,2,No,High School,Near,Female,70,3,2,1,3,1,2,1,0,0,0,1,3,0,1920,2.5,4,6,10
19,73,Medium,Medium,Yes,9,94,Medium,Yes,1,High,Low,Public,Positive,1,No,College,Near,Female,67,2,2,1,2,1,3,1,0,1,0,2,3,0,1387,2.111111111111111,5,7,10
14,65,Medium,High,No,9,69,Low,Yes,4,Medium,Medium,Public,Neutral,3,No,College,Near,Male,64,2,3,0,1,1,2,2,0,0,0,2,3,1,910,1.5555555555555556,10,6,12
38,80,High,Medium,No,5,78,Medium,Yes,1,Low,Medium,Public,Positive,4,No,College,Far,Female,72,3,2,0,2,1,1,2,0,1,0,2,1,0,3040,7.6,6,6,9
14,90,Medium,Medium,Yes,9,56,Medium,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Near,Female,65,2,2,1,2,1,1,2,0,0,0,1,3,0,1260,1.5555555555555556,5,4,13
17,64,High,Low,Yes,10,63,Medium,Yes,0,High,Medium,Public,Positive,3,No,High School,Moderate,Female,62,3,1,1,2,1,3,2,0,1,0,1,2,0,1088,1.7,4,7,13
22,77,Medium,High,No,6,71,High,Yes,3,Low,Medium,Public,Negative,4,No,High School,Far,Female,67,2,3,0,3,1,1,2,0,-1,0,1,1,0,1694,3.6666666666666665,9,4,10
24,61,Medium,Medium,No,6,83,High,Yes,0,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,64,2,2,0,3,1,2,2,0,1,1,1,3,1,1464,4.0,5,5,9
26,61,Medium,Medium,No,7,64,Low,Yes,0,Medium,Medium,Private,Negative,3,No,Postgraduate,Near,Male,63,2,2,0,1,1,2,2,1,-1,0,3,3,1,1586,3.7142857142857144,5,7,10
31,79,Medium,High,No,7,98,Medium,Yes,1,Medium,High,Public,Neutral,2,No,College,Moderate,Male,72,2,3,0,2,1,2,3,0,0,0,2,2,1,2449,4.428571428571429,8,6,9
23,72,Low,Medium,No,6,61,High,Yes,1,High,Medium,Public,Positive,5,No,High School,Near,Male,66,1,2,0,3,1,3,2,0,1,0,1,3,1,1656,3.8333333333333335,6,5,11
14,94,High,Medium,Yes,5,89,Medium,Yes,0,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,70,3,2,1,2,1,2,2,0,1,0,3,3,0,1316,2.8,5,8,6
18,84,Medium,Low,Yes,9,68,Low,Yes,0,Medium,High,Private,Negative,2,No,Postgraduate,Near,Female,66,2,1,1,1,1,2,3,1,-1,0,3,3,0,1512,2.0,5,7,11
22,78,High,High,No,6,92,Low,Yes,1,High,High,Public,Positive,3,No,High School,Moderate,Male,70,3,3,0,1,1,3,3,0,1,0,1,2,1,1716,3.6666666666666665,8,7,9
32,76,Low,Low,Yes,6,96,Low,Yes,0,Low,High,Public,Neutral,2,No,High School,Moderate,Female,67,1,1,1,1,1,1,3,0,0,0,1,2,0,2432,5.333333333333333,5,3,8
12,80,Medium,Medium,Yes,7,59,High,Yes,1,Low,High,Public,Positive,2,No,High School,Near,Female,64,2,2,1,3,1,1,3,0,1,0,1,3,0,960,1.7142857142857142,7,4,9
27,62,High,Medium,No,5,75,Medium,Yes,2,Medium,High,Public,Positive,2,No,High School,Near,Male,67,3,2,0,2,1,2,3,0,1,0,1,3,1,1674,5.4,8,6,7
21,96,High,High,Yes,5,58,Medium,Yes,0,High,High,Public,Neutral,4,No,College,Far,Male,72,3,3,1,2,1,3,3,0,0,0,2,1,1,2016,4.2,7,8,9
25,100,High,Low,No,6,85,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,72,3,1,0,1,1,2,2,0,1,0,1,3,1,2500,4.166666666666667,5,6,9
19,67,High,Medium,Yes,8,92,Low,Yes,2,High,Medium,Public,Neutral,5,No,Postgraduate,Moderate,Female,68,3,2,1,1,1,3,2,0,0,0,3,2,0,1273,2.375,7,9,13
15,65,Medium,Medium,Yes,7,69,Medium,Yes,1,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,64,2,2,1,2,1,3,2,0,0,0,3,3,0,975,2.142857142857143,6,8,10
25,66,High,Medium,Yes,4,70,Medium,No,1,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66,3,2,1,2,0,3,2,0,1,0,1,2,1,1650,6.25,5,7,7
24,86,Low,High,No,9,60,Medium,Yes,0,Low,High,Private,Positive,3,No,College,Far,Male,68,1,3,0,2,1,1,3,1,1,0,2,1,1,2064,2.6666666666666665,7,4,12
26,86,Low,Low,No,8,65,Low,Yes,0,Low,High,Public,Neutral,4,No,High School,Near,Female,66,1,1,0,1,1,1,3,0,0,0,1,3,0,2236,3.25,5,3,12
20,94,Low,High,Yes,7,66,High,Yes,1,Low,High,Private,Positive,1,No,High School,Near,Female,70,1,3,1,3,1,1,3,1,1,0,1,3,0,1880,2.857142857142857,8,3,8
16,90,High,High,Yes,7,58,High,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70,3,3,1,3,1,1,2,0,0,0,3,3,0,1440,2.2857142857142856,7,7,11
11,78,Low,High,Yes,8,65,Medium,Yes,0,Medium,Medium,Private,Neutral,2,No,High School,Near,Female,62,1,3,1,2,1,2,2,1,0,0,1,3,0,858,1.375,6,4,10
25,85,Low,Medium,Yes,10,95,Medium,Yes,0,Medium,Low,Public,Positive,1,No,College,Near,Male,69,1,2,1,2,1,2,1,0,1,0,2,3,1,2125,2.5,4,5,11
23,88,Medium,Medium,Yes,8,66,Low,Yes,2,Medium,High,Private,Positive,2,No,College,Moderate,Male,69,2,2,1,1,1,2,3,1,1,0,2,2,1,2024,2.875,8,6,10
14,81,Medium,Medium,Yes,7,64,Medium,Yes,2,Medium,Medium,Public,Positive,4,Yes,College,Near,Male,66,2,2,1,2,1,2,2,0,1,1,2,3,1,1134,2.0,7,6,11
17,79,High,High,No,5,69,Medium,Yes,4,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68,3,3,0,2,1,1,2,0,-1,0,3,3,0,1343,3.4,10,7,8
17,86,Medium,High,No,7,98,Medium,Yes,2,Low,High,Public,Positive,5,No,Postgraduate,Moderate,Male,71,2,3,0,2,1,1,3,0,1,0,3,2,1,1462,2.4285714285714284,9,6,12
11,82,Medium,Medium,Yes,8,88,Medium,No,1,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,64,2,2,1,2,0,1,2,1,-1,0,3,2,0,902,1.375,5,6,10
15,86,Low,High,No,7,60,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,College,Near,Male,67,1,3,0,2,1,2,2,0,1,0,2,3,1,1290,2.142857142857143,8,5,10
13,85,Medium,High,Yes,6,88,Medium,Yes,2,Medium,High,Public,Positive,3,No,High School,Moderate,Female,68,2,3,1,2,1,2,3,0,1,0,1,2,0,1105,2.1666666666666665,9,5,9
18,89,Low,High,Yes,8,88,Low,Yes,0,High,Medium,Public,Negative,1,No,High School,Moderate,Male,67,1,3,1,1,1,3,2,0,-1,0,1,2,1,1602,2.25,6,5,9
16,86,Medium,Medium,No,6,98,High,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,68,2,2,0,3,1,1,2,0,0,0,3,3,1,1376,2.6666666666666665,6,6,9
10,81,Medium,High,Yes,8,95,Medium,Yes,5,Low,High,Public,Positive,3,No,High School,Near,Female,69,2,3,1,2,1,1,3,0,1,0,1,3,0,810,1.25,12,4,11
32,87,Medium,High,Yes,6,55,Medium,Yes,0,Low,High,Public,Neutral,3,No,High School,Near,Male,71,2,3,1,2,1,1,3,0,0,0,1,3,1,2784,5.333333333333333,7,4,9
28,78,High,Low,Yes,4,73,Low,No,3,Low,Medium,Private,Positive,4,No,High School,Moderate,Female,68,3,1,1,1,0,1,2,1,1,0,1,2,0,2184,7.0,6,5,8
15,70,High,High,No,6,85,High,Yes,0,Low,Medium,Private,Positive,2,No,College,Moderate,Male,65,3,3,0,3,1,1,2,1,1,0,2,2,1,1050,2.5,6,6,8
22,60,Low,Medium,No,7,99,Medium,Yes,1,Low,High,Public,Neutral,3,No,College,Moderate,Male,63,1,2,0,2,1,1,3,0,0,0,2,2,1,1320,3.142857142857143,7,4,10
23,82,Low,Medium,Yes,8,54,Medium,Yes,0,Medium,High,Public,Negative,1,No,High School,Near,Female,65,1,2,1,2,1,2,3,0,-1,0,1,3,0,1886,2.875,6,4,9
27,84,High,High,No,8,68,Low,Yes,3,Low,High,Private,Positive,2,Yes,Postgraduate,Near,Female,72,3,3,0,1,1,1,3,1,1,1,3,3,0,2268,3.375,10,7,10
15,99,Low,Medium,Yes,5,75,Low,Yes,2,Medium,Low,Public,Neutral,1,No,College,Moderate,Male,67,1,2,1,1,1,2,1,0,0,0,2,2,1,1485,3.0,6,5,6
27,74,Medium,High,No,7,71,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Female,69,2,3,0,2,1,2,2,0,1,0,1,3,0,1998,3.857142857142857,7,5,10
17,76,Medium,Medium,No,6,73,Medium,Yes,3,Low,High,Private,Neutral,3,No,Postgraduate,Near,Male,67,2,2,0,2,1,1,3,1,0,0,3,3,1,1292,2.8333333333333335,9,6,9
